Card ID,Name,Card Type,Game,Cycle,Card Size,Found In,Tech Type,Tech Sub-Type,Cycle-locked?,Flavor (Project),Requirements,Leads To,Flavor (Tech),Facility Name,Recipes,FAQ,Errata
CA1581,Helios Fanatics Equipment,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,Sunheirs Alliance,Helios Fanatics Light Weapons,,Helios Halo,"GearIcon1=Believer Vestment|GearIcon2=Erratic Insignitor|ingredients1=18x Hyperboread Alloy,6x Clothflesh|ingredients2=16x Hyperboread Alloy,20x Frozen Ambrosia",,
CA1582,Helios Fanatics Light Weapons,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,Helios Fanatics Equipment,—,,Helios Protratorios,"GearIcon1=Sunlight Gun|GearIcon2=Lightsword|GearIcon3=Arc Light Thrower|ingredients1=25x Hyperborean Alloy,25x Frozen Ambrosia,15x Razorclaw|ingredients2=23x Hyperborean Alloy,20x Frozen Ambrosia,2x Eyes Cluster,9x Icarian Feather|ingredients3=8x Daedalus Makina,17x Hyperborean Alloy,10x Frozen Ambrosia,11x Razorclaw",,
CA1583,Apostate Armor,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,Twilight Watch Alliance,Apostate Weapons,,Exiles Redoubt,"GearIcon1=Shade Shield|ingredients1=12x Sirenshell,4x Clothflesh,4x Icarian Feather,1x Antideluvian Sireshell|GearIcon2=Shade Armor|GearIcon3=Exiles Garb|ingredients2=8x Sirenshell,12x Frozen Ambrosia,3x Razorclaw|ingredients3=15x Hyperborean Alloy,10x Frozen Ambrosia,3x Icarian Feather",,
CA1584,Apostate Weapons,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,Apostate Armor,—,,Exiles Elpisos,"GearIcon1=Shade Mace|ingredients1=22x Hyperborean Alloy,22x Frozen Ambrosia,10x Razorclaw|GearIcon2=Probability Blade|ingredients2=25x Hyperborean Alloy,37x Frozen Ambrosia,18x Clothflesh",,
CA1585,Hypertime Oracle Sighting,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Telehealing, Fate Converter, Reverse Timeflow, and either: Hypertime Oracle LVL 2 Battle OR gain +1 Paradox","Opportunity Freeze, Advanced Transforming Weapons, Sun Descendant Sighting",,Paracausal Loom,"GearIcon1=Parallel Anchor|GearIcon2=Glacial Fabric|GearIcon3=Timeline Synchronizer|ingredients1=1x Daedalus Makina,1x Eyes Cluster|ingredients2=2x Skin of Malice,2x Clothflesh|ingredients3=2x Daedalus Makina,1x Eyes Cluster",,
CA1586,Hypertime Oracle Autopsy,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Hypertime Oracle LVL 3 Battle, Opportunity Freeze, Argoline Transforming Weapons","Time Dilation, Sun Descendant Partial Autopsy",,Feathermill,"GearIcon1=Oracowl|GearIcon2=Feather Shield|ingredients1=14x Hyperborean Alloy,7x Clothflesh|ingredients2=8x Sirenshell,6x Hyperborean Alloy,6x Eyes Cluster",,
CA1587,Hypertime Oracle Live Study,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Hypertime Oracle LVL 4 Battle, Time Dilation",Sun Descendant Live Study,,Prophecy Manufactory,"GearIcon1=Echo Eaters|GearIcon2=Beholder Fists|GearIcon3=Time's Arrow|ingredients1=21x Sirenshell,25x Frozen Ambrosia,16x Clothflesh|ingredients2=26x Frozen Ambrosia,11x Eyes Cluster|ingredients3=18x Sirenshell,14x Hyperborean Alloy,7x Frozen Ambrosia,9x Clothflesh|ingredients4=10x Daedalus Makina,9x Eyes Cluster,9x Razorclaw,1x Hypertime Oracle Core,1x [[Paradox (GearIcon)|Paradox]]|GearIcon4=Paradont",,
CA1588,Icarian Harpy Sighting,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Possibility Matrix, Telehealing, Fate Converter and either: Icarian Harpy LVL 2 Battle OR gain +1 Paradox","Quantum Armory, Sun Descendant Sighting, Advanced Transforming Weapons",,Glacial Evolutions,"GearIcon1=Regression Agent|GearIcon2=Icelixir|GearIcon3=Spike Breakers|ingredients1=2x Daedalus Makina,1x Razorclaw|ingredients2=5x Living Abyss,2x Frozen Ambrosia|ingredients3=3x Daedalus Makina,1x Razorclaw",,
CA1589,Icarian Harpy Autopsy,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Icarian Harpy LVL 3 Battle, Sun Descendant Sighting, Argoline Transforming Weapons, Quantum Armory","Time Skip, Sun Descendant Partial Autopsy",,Darwinian Armory,"GearIcon1=Ascender|GearIcon2=Exobone Armor|GearIcon3=Feather Linothorax|ingredients1=1x Dreamwalker Titan,1x Icarian Harpy Core|ingredients2=7x Daedalus Makina,7x Razorclaw|ingredients3=7x Daedalus Makina,5x Icarian Feather",,
CA1590,Icarian Harpy Live Study,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Icarian Harpy LVL 4 Battle, Time Skip",Sun Descendant Live Study,,Lamarkian Forge,"GearIcon1=Devolver/Descender|GearIcon2=Spiral Whip/Spiral Buckler|GearIcon3=Spiral Mace/Spiral Spear|ingredients1=16x Daedalus Makina,14x Hyperborean Alloy,27x Frozen Ambrosia,9x Razorclaw,1x Antedeluvian Sirenshell|ingredients2=19x Sirenshell,11x Frozen Ambrosia,9x Icarian Feather|ingredients3=27x Sirenshell,31x Hyperborean Alloy,14x Razorclaw",,
CA1591,Sun Descendant Sighting,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Sun Descendant LVL 1 Battle, Icarian Harpy Sighting, Hypertime Oracle Sighting","Sun Descendant Partial Autopsy, Icarian Harpy Autopsy",,Chronodiving Chamber,"GearIcon1=Sun Guard|GearIcon2=Prototype Trespass Device|GearIcon3=Time Booster|ingredients1=7x Hyperborean Alloy,8x Frozen Ambrosia,1x Writhing Tentacle|ingredients2=3x Daedalus Makina,2x Eyes Cluster,3x Sunburned Skull|ingredients3=4x Daedalus Makina,7x Frozen Ambrosia,2x Writhing Tentacle",,
CA1592,Sun Descendant Partial Autopsy,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Sun Descendant Sighting, Icarian Harpy Autopsy, Hypertime Oracle Autopsy",Sun Descendant Live Study,,Extinction Event Armory,"GearIcon1=Horseskull Pauldron|GearIcon2=Enigma of Transformation|ingredients1=22x Sirenshell,15x Hyperborean Alloy,37x Frozen Ambrosia,2x Sunburned Skull|ingredients2=16x Daedalus Makina,34x Frozen Ambrosia,2x Writhing Tentacle",,
CA1593,Sun Descendant Live Study,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Sun Descendant Partial Autopsy, Icarian Harpy Live Study, Hypertime Oracle Live Study",—,,Extinction Event Arsenal,"GearIcon1=Dawnburner{{!}}Prototype Dawnburner|ingredients1=1x Dreamwalker Titan,6x Sunburned Skull -OR- 1x Sun Descendant Core|GearIcon2=Skyfall|ingredients2=9x Daedalus Makina,22x Clothflesh,8x Icarian Feather,1x Hypertime Oracle Core,1x [[Paradont]]|GearIcon3=Sunreach|ingredients3=12x Daedalus Makina,14x Eyes Cluster,13x Razorclaw,2x Icarian Harpy Core,1x [[Right Talon of Doom/Icarian Katar]],1x [[Spherecast/Searing Pillar]]|GearIcon4=Extinction Cestus|ingredients4=11x Daedalus Makina,8x Eyes Cluster,10x Icarian Feather,2x Sunburned Skull|GearIcon5=Black Ice Sword|ingredients5=12x Daedalus Makina,20x Hyperborean Alloy,32x Frozen Ambrosia,4x Writhing Tentacle,1x [[Frozen Time]]|GearIcon6=Daedalus Flight|ingredients6=17x Sirenshell,13x Clothflesh,8x Icarian Feather,6x Writhing Tentacle,1x Sun Descendant Core,1x [[Icarus's Fall]]",,
CA1594,Monomythological Support,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Argoline Transforming Weapons, ArgoKnowledgeIcon 48+",—,,Monomythological Workshop,"GearIcon1=Aristeia Inducer|GearIcon2=Homeric Engine|GearIcon3=Agathos Agitator|ingredients1=12x Hyperborean Alloy,15x Frozen Ambrosia|ingredients2=9x Sirenshell,7x Razorclaw|ingredients3=9x Sirenshell,15x Frozen Ambrosia|GearIcon4=Kakos Implant|ingredients4=7x Sirenshell,4x Eyes Cluster",,
CA1595,Burden Autopsy,Technology,Odyssey,Cycle III,Standard,,Combat,Production Facility,FALSE,,"Burden Sighting, Burden Hardest to Bear Battle Victory",—,,Spherical Strip Mine,"GearIcon1=Visage|GearIcon2=Icebreakers|GearIcon3=Pithos Linothorax|ingredients1=5x Retractible Mechanism,4x Reliefshell Fragment,1x [[Faceshield]],1x The Burden Core|ingredients2=3x Retractible Mechanism,4x Reliefshell Fragment,1x [[Roll Breakers]]|ingredients3=4x Retractible Mechanism,4x Reliefshell Fragment,1x [[Pithos Armor]]|GearIcon4=Spherical Armor|GearIcon5=Truthbearer|ingredients4=2x Retractible Mechanism,6x Reliefshell Fragment,1x [[Squat Armor]]|ingredients5=1x Dreamwalker Titan,1x The Burden Core",,
DA2162,Cinder Weapons,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Sundown Crucible,"GearIcon1=Eclipse Sword|GearIcon2=Feathermace|GearIcon3=Burnout Whip|ingredients1=5x Blackened Halo,1x Mutable Ambrosia,1x Living Gold|ingredients2=4x Burned-out Grace,1x Old Irem Fragment|ingredients3=5x Blackened Halo,6x Mutable Ambrosia|GearIcon4=Descentaxe|ingredients4=3x Babylonian Contraption,5x Mutable Ambrosia",,
DA2163,Cinder Ranged Weapons,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Seerbreakers,"GearIcon1=Duskedges|GearIcon2=Ember Spear|GearIcon3=Withered Javelin|ingredients1=7x Imperial Scroll,5x Mutable Ambrosia|ingredients2=3x Blackened Halo,2x Old Irem Fragment|ingredients3=6x Blackened Halo,4x Mutable Ambrosia|GearIcon4=Corona Discus|ingredients4=5x Imperial Scroll,2x Cursed Bloatsack",,
DA2164,Cinder Armor,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Eclipse Screen,"GearIcon1=Sunkissed Kalasiris|GearIcon2=Feather Cataphract|GearIcon3=Eclipse Shield|ingredients1=6x Imperial Scroll,5x Mutable Ambrosia|ingredients2=3x Burned-out Grace,5x Mutable Ambrosia|ingredients3=4x Burned-out Grace,1x Old Irem Fragment|GearIcon4=Accursed|ingredients4=1x Blackened Halo,1x Burned-out Grace,1x Mutable Ambrosia",,
DA2165,Cinder Support,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Practical Observatory,"GearIcon1=Refracted Light Elixir|GearIcon2=Hermes Guard|GearIcon3=Kaleidoscope Module|ingredients1=5x Blackened Halo,4x Mutable Ambrosia|ingredients2=3x Blackened Halo,2x Cursed Bloatsack|ingredients3=3x Burned-out Grace,2x Wish Embryo|GearIcon4=Hermes Grappling Hook|ingredients4=1x Babylonian Contraption",,
DA2166,Imperial Deprived Armorer,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Empire Armor,"GearIcon1=Lamellar Preemptive Armor|GearIcon2=Strikeback Dagger|ingredients1=3x Babylonian Contraption,1x Cursed Bloatsack,1x Living Gold|ingredients2=3x Babylonian Contraption,2x Living Gold",,
DA2167,Imperial Deprived Outfitter,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Empire Weapons,"GearIcon1=Persian Pillarmace|GearIcon2=Hunger Longknives|GearIcon3=Imperial Bow|ingredients1=8x Imperial Scroll,1x Wish Embryo|ingredients2=5x Burned-out Grace,2x Living Gold,1x Golden Bough|ingredients3=4x Babylonian Contraption,1x Old Irem Fragment",,
DA2168,Imperial Deprived Stockpile,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Empire Support,"GearIcon1=Paraguard|GearIcon2=Alchemic Catalyst|GearIcon3=Greed Limiter|ingredients1=6x Imperial Scroll,2x Cursed Bloatsack|ingredients2=5x Burned-out Grace,6x Mutable Ambrosia|ingredients3=3x Babylonian Contraption,2x Wish Embryo",,
DA2169,Old Irem Dig,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Old Irem Armor,"GearIcon1=Glass Armor|GearIcon2=Golden Armor|GearIcon3=Golden Discus Buckler|ingredients1=5x Imperial Scroll,9x Mutable Ambrosia|ingredients2=8x Burned-out Grace,3x Living Gold|ingredients3=6x Babylonian Contraption,3x Old Irem Fragment",,
DA2170,Old Irem Excavation,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Old Irem Weapons,"GearIcon1=Glassword|GearIcon2=Golden Sword|GearIcon3=Gilded Axe|ingredients1=11x Cursed Derelict,13x Mutable Ambrosia|ingredients2=8x Imperial Scroll,2x Living Gold|ingredients3=8x Imperial Scroll,8x Mutable Ambrosia,2x Cursed Bloatsack|GearIcon4=Hermes Ballista Gun|ingredients4=4x Babylonian Contraption,14x Mutable Ambrosia",,
DA2171,Old Irem Composite Shop,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Old Irem Support,"GearIcon1=Curse Translation Module|GearIcon2=Bloatpack|GearIcon3=Hermes GearIcon Mk. I|ingredients1=1x Cursed Derelict,5x Wish Embryo|ingredients2=7x Babylonian Contraption,6x Cursed Bloatsack|ingredients3=6x Babylonian Contraption,5x Mutable Ambrosia,3x Living Gold|ingredients4=15x Cursed Derelict,2x Wish Embryo,4x Old Irem Fragment|GearIcon4=Djinn Cryptex",,
DA2172,Djinn Fundhoard,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Deprived Legacy,"GearIcon1=Liability Flail|GearIcon2=Debtguard|GearIcon3=Walking Tools|ingredients1=8x Babylonian Contraption,4x Living Gold,3x Old Irem Fragment,3x Black-tainted Stepfinger,2x Promised Future's Carcass|ingredients2=10x Imperial Scroll,19x Mutable Ambrosia|ingredients3=10x Imperial Scroll,13x Mutable Ambrosia,3x Wish Embryo",,
DA2173,Curse Shapers,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Eternal Empire Spoils,"GearIcon1=Nabuchobuldozer|GearIcon2=Sword of Molten Wealth|GearIcon3=Scales Great Bow|ingredients1=12x Imperial Scroll,9x Mutable Ambrosia,4x Old Irem Fragment|ingredients2=15x Cursed Derelict,6x Living Gold,1x Golden Bough|ingredients3=3x Cursed Derelict,10x Imperial Scroll,15x Mutable Ambrosia,2x Wish Embryo",,
DA2174,Tekne Restorers,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Babylonian Contraband,"GearIcon1=Golden Dawn|GearIcon2=Gnostic Pneumas|GearIcon3=Anemoi Bladeshield|ingredients1=11x Cursed Derelict,7x Cursed Bloatsack|ingredients2=6x Cursed Derelict,4x Imperial Scroll,14x Mutable Ambrosia|ingredients3=6x Imperial Scroll,4x Babylonian Contraption,10x Mutable Ambrosia,4x Cursed Bloatsack",,
DA2175,Midascore Sighting,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Midan Bank,"GearIcon1=Statue Anchor|GearIcon2=Hermes GearIcon Prototype|GearIcon3=Auric Bank|ingredients1=6x Burned-out Grace,5x Cursed Derelict,3x Cursed Bloatsack|ingredients2=4x Babylonian Contraption,4x Cursed Bloatsack|ingredients3=11x Cursed Derelict,9x Mutable Ambrosia,1x Living Gold",,
DA2176,Midascore Autopsy,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Waiversmith,"GearIcon1=Cloadsoarer|GearIcon2=Silk Armor|GearIcon3=Alchemist Armor|ingredients1=1x Dreamwalker Titan,1x Midascore Core|ingredients2=5x Imperial Scroll,4x Babylonian Contraption,6x Cursed Bloatsack|ingredients3=8x Babylonian Contraption,6x Mutable Ambrosia,4x Living Gold|GearIcon4=Auric Kalaharis|ingredients4=17x Cursed Derelict,2x Cursed Bloatsack,5x Living Gold,1x Midascore Core,1x [[Auric Cloak]]",,
DA2177,Midascore Live Study,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Midashoard,"GearIcon1=Wingblade|GearIcon2=Alchemic Lance|GearIcon3=Midagun|ingredients1=21x Imperial Scroll,17x Cursed Derelict|ingredients2=13x Babylonian Contraption,14x Mutable Ambrosia,6x Living Gold|ingredients3=9x Babylonian Contraption,10x Living Gold,1x Golden Bough|ingredients4=24x Cursed Derelict,8x Cursed Bloatsack,6x Living Gold,1x Midascore Core,1x [[Bihorn Lance]]|GearIcon4=Trihorn Lance",,
DA2178,Demidjinn Sighting,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Wish Desalination Plant,"GearIcon1=Lampward|GearIcon2=Wish Dampener|GearIcon3=Curse Mediator|ingredients1=6x Imperial Scroll,4x Wish Embryo|ingredients2=8x Imperial Scroll,3x Old Irem Fragment|ingredients3=6x Babylonian Contraption,4x Wish Embryo",,
DA2179,Demidjinn Autopsy,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Tornado Centrifuge,"GearIcon1=Wishender|GearIcon2=Antiwish Armor|GearIcon3=Tornado Cape|ingredients1=1x Dreamwalker Titan,1x Demidjinn Core|ingredients2=15x Cursed Derelict,6x Old Irem Fragment|ingredients3=13x Imperial Scroll,8x Wish Embryo|ingredients4=15x Cursed Derelict,3x Wish Embryo,4x Old Irem Fragment,1x Demidjinn Core,1x [[Djinn Cloak]]|GearIcon4=Djinn Exoskeleton",,
DA2180,Demidjinn Live Study,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Wish Loop Generator,"GearIcon1=Everchanging Whip|GearIcon2=Wondertide Gauntlets|GearIcon3=Neverending Spear|ingredients1=19x Imperial Scroll,15x Wish Embryo,1x Golden Bough|ingredients2=14x Babylonian Contraption,16x Wish Embryo|ingredients3=23x Imperial Scroll,14x Old Irem Fragment,1x Golden Bough|ingredients4=26x Cursed Derelict,8x Old Irem Fragment,1x Demidjinn Core,1x [[Wishblade]],1x [[Curse Affliction]]|GearIcon4=Curseblade",,
DA2181,Babelian Lunacy Sighting,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Disillusionment Tank,"GearIcon1=Lunarlander{{!}}Prototype Lunarlander|GearIcon2=Willblade|GearIcon3=Cursebreaker|ingredients1=1x Dreamwalker Titan,6x Black-tainted Stepfinger|ingredients2=18x Imperial Scroll,7x Living Gold,6x Wish Embryo,12x Black-tainted Stepfinger,1x Midascore Core,1x Demidjinn Core,1x [[Curseblade]],1x [[Curse Affliction]]|ingredients3=30x Cursed Derelict,14x Cursed Bloatsack,4x Old Irem Fragment,6x Promised Future's Carcass,1x Midascore Core,1x Demidjinn Core,1x [[Curseblade]],1x [[Curse Affliction]]",,
DA2182,Grassroot Projects,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Pandoran Support,"GearIcon1=Garden Activator|GearIcon2=Hermes GearIcon Mk. II|GearIcon3=Seeds of Tomorrow|ingredients1=16x Imperial Scroll,24x Mutable Ambrosia|ingredients2=11x Babylonian Contraption,15x Mutable Ambrosia,5x Cursed Bloatsack|ingredients3=25x Cursed Derelict,30x Mutable Ambrosia|ingredients4=11x Babylonian Contraption,7x Mutable Ambrosia,9x Living Gold,5x Black-tainted Stepfinger|GearIcon4=Pandoran Cryptex",,
DA2183,Insolvency Bulwark,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Pandoran Armor,"GearIcon1=Jarmor|GearIcon2=Anticurse Armor|ingredients1=5x Cursed Derelict,5x Babylonian Contraption,19x Mutable Ambrosia|ingredients2=10x Imperial Scroll,17x Mutable Ambrosia",,
DA2184,Highrise Projects,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Pandoran Weapons,"GearIcon1=Basilisk Belcher|GearIcon2=Bahamut Blade|GearIcon3=Sarcophagus Greatrod|ingredients1=11x Babylonian Contraption,24x Mutable Ambrosia|ingredients2=19x Cursed Derelict,14x Wish Embryo,1x [[Curse Affliction]]|ingredients3=9x Cursed Derelict,10x Imperial Scroll,12x Old Irem Fragment",,
DA2185,Dahaka Sighting,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Smokestack Forge,"GearIcon1=Shadowdancer|GearIcon2=Phantom Spear|GearIcon3=Igniter Sling|ingredients1=1x Dreamwalker Titan,1x Dahaka Core, -OR- 1x Midascore Core,1x Demidjinn Core|ingredients2=12x Cursed Derelict,7x Wish Embryo,5x Onyx Dust,5x Ire Essence|ingredients3=4x Imperial Scroll,2x Babylonian Contraption,3x Old Irem Fragment,5x Ire Essence|GearIcon4=Stillsuit|GearIcon5=Solidifier|ingredients5=5x Babylonian Contraption,11x Mutable Ambrosia,2x Onyx Dust,2x Ire Essence|ingredients4=8x Imperial Scroll,12x Mutable Ambrosia,5x Onyx Dust",,
DA2186,Dahaka Autopsy,Technology,Odyssey,Cycle IV,Standard,,Combat,Production Facility,FALSE,,,,,Saltmine,"GearIcon1=Dahakandys|GearIcon2=Immortal Armor|GearIcon3=Immortal Cestus|ingredients1=12x Babylonian Contraption,14x Mutable Ambrosia,6x Cursed Bloatsack,7x Onyx Dust,4x Ire Essence|ingredients2=11x Cursed Derelict,6x Babylonian Contraption,14x Cursed Bloatsack,10x Onyx Dust|ingredients3=21x Imperial Scroll,9x Wish Embryo,6x Old Irem Fragment,7x Ire Essence,1x Dahaka Core|GearIcon7=Doomsday Clock|ingredients7=21x Imperial Scroll,9x Wish Embryo,6x Old Irem Fragment,7x Ire Essence,1x Dahaka Core|GearIcon4=Dahaka Predestinator|GearIcon5=Immortal Truthbearer|ingredients4=11x Babylonian Contraption,25x Mutable Ambrosia,5x Onyx Dust,5x Ire Essence|ingredients5=1x [[Truthbearer]],1x Dahaka Core|GearIcon6=A Head of Time|ingredients6=11x Cursed Derelict,6x Babylonian Contraption,14x Cursed Bloatsack,10x Onyx Dust",,
EA2724,Babelian Armor,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,FALSE,,,,,Root Masons,"GearIcon1=Blackburned|GearIcon2=Lunaticape|GearIcon3=Spire Panoply|ingredients1=1x Black-tainted Stepfinger,1x Promised-Future's Carcass,1x Oxidized Ambrosia|ingredients2=3x Liquid Aether,4x Oxidized Ambrosia|ingredients3=4x Orichalcum Chunk,2x Hydradynamic Scales|GearIcon4=Panoptic Buckler|ingredients4=6x Orichalcum Chunk,1x Amygdalan Extract",,
EA2725,Babelian Weapons,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,FALSE,,,,,Tunnelforge,"GearIcon1=Ambrosia Sword|GearIcon2=Towerclub|GearIcon3=Ambrosia Whip|ingredients1=4x Promise-Future's Carcass,5x Oxidized Ambrosia|ingredients2=4x Orichalcum Chunk,1x Microwave Cell|ingredients3=5x Promise-Future's Carcass,5x Oxidized Ambrosia|GearIcon4=Lunarblade|GearIcon5=Slabspear|ingredients5=4x Orichalcum Chunk,2x Photophobic Flesh|ingredients4=2x Promise-Future's Carcass,2x Orichalcum Chunk,4x Oxidized Ambrosia",,
EA2726,Babelian Ranged Weapons,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,FALSE,,,,,Steeplejack Crown,"GearIcon1=Liquid Box|GearIcon2=Congealed Harpoon|GearIcon3=Splinterdarts|ingredients1=2x Black-tainted Stepfinger,4x Oxidized Ambrosia|ingredients2=4x Black-tainted Stepfinger,1x Amygdalan Extract|ingredients3=6x Orichalcum Chunk,2x Hydradynamic Scales",,
EA2727,Babelian Support,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,FALSE,,,,,Lampwright,"GearIcon1=Trapped Moonlight|ingredients1=4x Black-tainted Stepfinger,2x Oxidized Ambrosia,1x Photophobic Flesh|GearIcon2=Moonflame|ingredients2=5x Promise-Future's Carcass,1x Microwave Cell|GearIcon3=Restart Module|ingredients3=4x Promise-Future's Carcass,1x Microwave Cell|GearIcon4=Bloatank|ingredients4=3x Black-tainted Stepfinger,4x Oxidized Ambrosia",,
EA2728,Abyss Armor,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,FALSE,,,,,Umbilical Workshop,"GearIcon1=Abyss Wetsuit|ingredients1=3x Liquid Aether,5x Oxidized Ambrosia|GearIcon2=Babel Hardsuit|GearIcon3=Turtle Pavise|ingredients2=3x Black-Tainted Stepfinger,1x Liquid Aether,1x Microwave Cell|ingredients3=5x Orichalcum Chunk,1x Amygdalan Extract",,
EA2729,Abyss Weapons,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,FALSE,,,,,Trench Works,"GearIcon1=Abyssaxe|ingredients1=4x Promised-Future's Carcass,2x Oxidized Ambrosia,1x Photophobic Flesh|GearIcon2=Gutting Skewer|GearIcon3=Shard Harpoon|ingredients2=3x Promised-Future's Carcass,2x Atlantean Tekne,1x Microwave Cell,1x Undead Silver|ingredients3=4x Black-tainted Stepfinger,2x Hydradynamic Scales",,
EA2730,Abyss Support,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,FALSE,,,,,Bathysphere Research Station,"GearIcon1=Iapetus Warning System|ingredients1=3x Liquid Aether,1x Amygdalan Extract|GearIcon2=Water-Resisteant Beacon|GearIcon3=Argotorch|ingredients2=2x Liquid Aether,2x Photophobic Flesh|ingredients3=3x Liquid Aether,1x Amygdalan Extract",,
EA2731,Vanguard GearIcon,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,The Vanguard Reliquary,"GearIcon1=Faith Kopis|GearIcon2=Cowl of Shame|GearIcon3=Consecrated Lance|ingredients1=11x Orichalcum Chunk,19x Oxidized Ambrosia,1x Fading Light Construct,1x Undead Silver|ingredients2=14x Atlantean Tekne,18x Oxidized Ambrosia,1x Fading Light Construct|ingredients3=9x Atlantean Tekne,5x Amygdalan Extract",,
EA2732,Cycladean Protectorate,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Protectorate Heritage Vault,"GearIcon1=Illuminating Blinder|ingredients1=15x Atlantean Tekne,6x Microwave Cells,2x Black Wool Strand|GearIcon2=Veristus|GearIcon3=Olympian Harpoon|ingredients2=8x Liquid Aether,18x Oxidized Ambrosia|ingredients3=7x Liquid Aether,5x Hydradynamic Scales,5x Photophobic Flesh,1x Fading Light Construct,1x Undead Silver|GearIcon4=Nemesis Harpoon|ingredients4=7x Liquid Aether,5x Hydradynamic Scales,5x Photophobic Flesh,1x Fading Light Construct,1x Undead Silver",,
EA2733,Followers of Areté GearIcon,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Hoard of Arete,"GearIcon1=Chain Kusarigama|GearIcon2=Transcendance Wreath|GearIcon3=Penitent Whip|ingredients1=7x Liquid Aether,3x Oxidized Ambrosia,4x Microwave Cell|ingredients2=11x Atlantean Tekne,3x Hydrdynamic Scales,3x Amygdalan Extract|ingredients3=6x Liquid Aether,16x Oxidized Ambrosia",,
EA2734,Atlantean Armor,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Reclaimer Operations,"GearIcon1=Phos-Conductive Depthsuit|ingredients1=9x Atlantean Tekne,9x Oxidized Ambrosia|GearIcon2=Heavy Reclaimed Depthsuit|GearIcon3=Refractor Shield|ingredients2=4x Black-tainted Stepfinger,4x Orichalcum Chunk,10x Oxidized Ambrosia|ingredients3=9x Atlantean Tekne,4x Hydradynamic Scales",,
